Tanggal,Waktu,Suhu (C),Kelembaban (%)
9/5/2023,14.51.21,30.2,63.4
9/5/2023,14.52.21,30.2,63.4
9/5/2023,14.53.21,30.2,66.1
9/5/2023,14.54.21,30.2,63.4
9/5/2023,14.55.21,30.2,63.4
9/5/2023,14.56.21,30.2,63.8
9/5/2023,14.57.21,30.2,63.8
9/5/2023,14.58.21,30.2,63.8
9/5/2023,14.59.21,30.2,67.8
9/5/2023,15.00.21,30.2,67.8
9/5/2023,15.01.21,30.2,67.8
9/5/2023,15.02.21,30.2,67.8
9/5/2023,15.03.21,30.2,67.8
9/5/2023,15.04.21,30.2,63.8
9/5/2023,15.05.21,30.2,63.8
9/5/2023,15.06.21,30.2,63.8
9/5/2023,15.07.21,30.2,63.8
9/5/2023,15.08.21,30.2,63.8
9/5/2023,15.09.21,30.2,63.8
9/5/2023,15.10.21,30.2,63.8
9/5/2023,15.11.21,30.2,63.8
9/5/2023,15.12.21,30.2,63.4
9/5/2023,15.13.21,30.2,63.4
9/5/2023,15.14.21,30.2,66.1
9/5/2023,15.15.21,30.2,63.4
9/5/2023,15.16.21,30.2,63.4
9/5/2023,15.17.21,30.2,63.8
9/5/2023,15.18.21,30.2,63.8
9/5/2023,15.19.21,30.2,63.8
9/5/2023,15.20.21,30.2,67.8
9/5/2023,15.21.21,30.2,67.8
9/5/2023,15.22.21,30.2,67.8
9/5/2023,15.23.21,30.2,67.8
9/5/2023,15.24.21,30.2,67.8
9/5/2023,15.25.21,30.2,63.8
9/5/2023,15.26.21,30.2,63.8
9/5/2023,15.27.21,30.1,63.8
9/5/2023,15.28.21,30.2,64.6
9/5/2023,15.29.21,30.1,64.6
9/5/2023,15.30.21,30.1,63.7
9/5/2023,15.31.21,30.1,63.7
9/5/2023,15.32.21,30.1,63.7
9/5/2023,15.33.21,30.1,63.7
9/5/2023,15.34.21,30.1,63.7
9/5/2023,15.35.21,30.1,63.7
9/5/2023,15.36.21,30.1,63.7
9/5/2023,15.37.21,30.1,63.7
9/5/2023,15.38.21,30.1,63.7
9/5/2023,15.39.21,30.1,63.8
9/5/2023,15.40.21,30.1,63.8
9/5/2023,15.41.21,30.1,63.8
9/5/2023,15.42.21,30.1,63.8
9/5/2023,15.43.21,30.1,63.4
9/5/2023,15.44.21,30.1,63.4
9/5/2023,15.45.21,30.1,66.1
9/5/2023,15.46.21,30.1,63.4
9/5/2023,15.47.21,30.1,63.4
9/5/2023,15.48.21,30,63.8
9/5/2023,15.49.21,30,63.8
9/5/2023,15.50.21,30,63.8
9/5/2023,15.51.21,30,67.8
9/5/2023,15.52.21,30,67.8
9/5/2023,15.53.21,30,67.8
9/5/2023,15.54.21,30,67.8
9/5/2023,15.55.21,30,67.8
9/5/2023,15.56.21,30,63.8
9/5/2023,15.57.21,30,63.8
9/5/2023,15.58.21,30,63.8
9/5/2023,15.59.21,30,63.8
9/5/2023,16.00.21,30,63.4
9/5/2023,16.01.21,30.1,63.4
9/5/2023,16.02.21,30.1,66.1
9/5/2023,16.03.21,30.1,66.1
9/5/2023,16.04.21,30.1,65.7
9/5/2023,16.05.21,30.1,65.7
9/5/2023,16.06.21,30.1,65.7
9/5/2023,16.07.21,30.1,63.4
9/6/2023,14.01.21,30.4,66.5
9/6/2023,14.02.21,30.4,66.5
9/6/2023,14.03.21,30.4,66.5
9/6/2023,14.04.21,30.4,66.5
9/6/2023,14.05.21,30.4,66.5
9/6/2023,14.06.21,30.4,66.5
9/6/2023,14.07.21,30.4,66.5
9/6/2023,14.08.21,30.4,66.5
9/6/2023,14.09.21,30.4,66.5
9/6/2023,14.10.21,30.4,66.5
9/6/2023,14.11.21,30.4,66.5
9/6/2023,14.12.21,30.4,66.1
9/6/2023,14.13.21,30.4,66.1
9/6/2023,14.14.21,30.4,65.7
9/6/2023,14.15.21,30.4,65.7
9/6/2023,14.16.21,30.4,65.7
9/6/2023,14.17.21,30.4,63.4
9/6/2023,14.18.21,30.4,66.5
9/6/2023,14.19.21,30.4,66.5
9/6/2023,14.20.21,30.4,66.5
9/6/2023,14.21.21,30.4,66.5
9/6/2023,14.22.21,30.4,67.8
9/6/2023,14.23.21,30.3,67.8
9/6/2023,14.24.21,30.4,67.8
9/6/2023,14.25.21,30.4,67.8
9/6/2023,14.26.21,30.3,65.9
9/6/2023,14.27.21,30.4,65.9
9/6/2023,14.28.21,30.4,65.9
9/6/2023,14.29.21,30.4,65.9
9/6/2023,14.30.21,30.4,65.9
9/6/2023,14.31.21,30.4,65.9
9/6/2023,14.32.21,30.3,67.8
9/6/2023,14.33.21,30.3,67.8
9/6/2023,14.34.21,30.3,67.8
9/6/2023,14.35.21,30.4,67.8
9/6/2023,14.36.21,30.3,65.9
9/6/2023,14.37.21,30.4,65.9
9/6/2023,14.38.21,30.3,65.9
9/6/2023,14.39.21,30.3,65.9
9/6/2023,14.40.21,30.4,63.8
9/6/2023,14.41.21,30.4,67.8
9/6/2023,14.42.21,30.3,67.8
9/6/2023,14.43.21,30.4,67.8
9/6/2023,14.44.21,30.4,67.8
9/6/2023,14.45.21,30.4,67.8
9/6/2023,14.46.21,30.4,63.8
9/6/2023,14.47.21,30.4,63.8
9/6/2023,14.48.21,30.4,63.8
9/6/2023,14.49.21,30.4,63.8
9/6/2023,14.50.21,30.4,63.4
9/6/2023,14.51.21,30.4,66.8
9/6/2023,14.52.21,30.4,65.7
9/6/2023,14.53.21,30.4,64.2
9/6/2023,14.54.21,30.4,64.5
9/6/2023,14.55.21,30.4,66.7
9/6/2023,14.56.21,30.4,68.5
9/6/2023,14.57.21,30.4,68.5
9/6/2023,14.58.21,30.4,68.5
9/6/2023,14.59.21,30.4,68.5
9/6/2023,15.00.21,30.4,68.5
9/6/2023,15.01.21,30.4,68.5
9/6/2023,15.02.21,30.4,68.5
9/6/2023,15.03.21,30.4,63.4
9/6/2023,15.04.21,30.4,66.8
9/6/2023,15.05.21,30.4,65.7
9/6/2023,15.06.21,30.4,64.2
9/6/2023,15.07.21,30.4,64.5
9/6/2023,15.08.21,30.4,66.7
9/6/2023,15.09.21,30.4,68.5
9/6/2023,15.10.21,30.4,66.5
9/6/2023,15.11.21,30.4,66.7
9/6/2023,15.12.21,30.4,65.4
9/6/2023,15.13.21,30.4,65.6
9/6/2023,15.14.21,30.4,67.3
9/6/2023,15.15.21,30.4,65.4
9/6/2023,15.16.21,30.4,65.6
9/6/2023,15.17.21,30.4,67.3
9/6/2023,15.18.21,30.4,67.3
9/6/2023,15.19.21,30.4,67.3
9/6/2023,15.20.21,30.4,67.3
9/6/2023,15.21.21,30.4,67.3
9/6/2023,15.22.21,30.4,65.4
9/6/2023,15.23.21,30.5,65.4
9/6/2023,15.24.21,30.4,65.4
9/6/2023,15.25.21,30.4,65.4
9/6/2023,15.26.21,30.4,65.4
9/6/2023,15.27.21,30.4,65.4
9/6/2023,15.28.21,30.4,65.4
9/6/2023,15.29.21,30.5,65.7
9/6/2023,15.30.21,30.4,65.7
9/6/2023,15.31.21,30.5,65.7
9/6/2023,15.32.21,30.4,65.7
9/6/2023,15.33.21,30.5,65.7
9/6/2023,15.34.21,30.4,65.7
9/6/2023,15.35.21,30.5,65.7
9/6/2023,15.36.21,30.4,65.7
9/6/2023,15.37.21,30.5,65.7
9/6/2023,15.38.21,30.4,65.7
9/6/2023,15.39.21,30.4,65.8
9/6/2023,15.40.21,30.4,65.8
9/6/2023,15.41.21,30.4,65.8
9/6/2023,15.42.21,30.4,65.8
9/6/2023,15.43.21,30.4,65.8
9/6/2023,15.44.21,30.4,65.8
9/6/2023,15.45.21,30.4,65.8
9/6/2023,15.46.21,30.4,65.8
9/6/2023,15.47.21,30.4,65.8
9/6/2023,15.48.21,30.4,65.4
9/6/2023,15.49.21,30.4,65.4
9/6/2023,15.50.21,30.4,65.4
9/6/2023,15.51.21,30.4,65.4
9/6/2023,15.52.21,30.4,65.4
9/6/2023,15.53.21,30.4,65.4
9/6/2023,15.54.21,30.4,65.7
9/6/2023,15.55.21,30.4,65.7
9/6/2023,15.56.21,30.4,65.7
9/6/2023,15.57.21,30.4,65.7
9/6/2023,15.58.21,30.4,65.7
9/6/2023,15.59.21,30.4,65.7
9/6/2023,16.00.21,30.4,65.7
9/6/2023,16.01.21,30,65.7
9/6/2023,16.02.21,30,65.7
9/6/2023,16.03.21,30,67.3
9/6/2023,16.04.21,30,65.4
9/6/2023,16.05.21,30,65.6
9/6/2023,16.06.21,30,67.3
9/6/2023,16.07.21,30,67.3
9/7/2023,14.01.21,30.7,62.3
9/7/2023,14.02.21,30.7,62.3
9/7/2023,14.03.21,30.6,62.3
9/7/2023,14.04.21,30.6,62.3
9/7/2023,14.05.21,30.6,62.3
9/7/2023,14.06.21,30.6,62.3
9/7/2023,14.07.21,30.6,62.3
9/7/2023,14.08.21,30.6,62.3
9/7/2023,14.09.21,30.6,62.3
9/7/2023,14.10.21,30.9,63.2
9/7/2023,14.11.21,31,63.2
9/7/2023,14.12.21,31.1,63.2
9/7/2023,14.13.21,31,63.2
9/7/2023,14.14.21,30.8,63.2
9/7/2023,14.15.21,30.7,63.2
9/7/2023,14.16.21,30.6,63.2
9/7/2023,14.17.21,30.7,64.5
9/7/2023,14.18.21,30.7,64.5
9/7/2023,14.19.21,30.7,64.5
9/7/2023,14.20.21,30.7,64.5
9/7/2023,14.21.21,30.7,64.5
9/7/2023,14.22.21,30.7,64.5
9/7/2023,14.23.21,30.7,64.5
9/7/2023,14.24.21,30.7,64.5
9/7/2023,14.25.21,30.7,64.5
9/7/2023,14.26.21,30.6,64.5
9/7/2023,14.27.21,30.7,64.5
9/7/2023,14.28.21,30.6,64.5
9/7/2023,14.29.21,30.6,64.5
9/7/2023,14.30.21,30.6,64.5
9/7/2023,14.31.21,30.6,63.2
9/7/2023,14.32.21,30.6,63.2
9/7/2023,14.33.21,30.6,63.2
9/7/2023,14.34.21,30.6,63.2
9/7/2023,14.35.21,30.6,63.2
9/7/2023,14.36.21,30.6,64.5
9/7/2023,14.37.21,30.6,64.5
9/7/2023,14.38.21,30.5,64.5
9/7/2023,14.39.21,30.5,64.5
9/7/2023,14.40.21,30.5,64.5
9/7/2023,14.41.21,30.5,63.6
9/7/2023,14.42.21,30.5,67.8
9/7/2023,14.43.21,30.5,67.8
9/7/2023,14.44.21,30.5,67.8
9/7/2023,14.45.21,30.5,67.8
9/7/2023,14.46.21,30.5,67.8
9/7/2023,14.47.21,30.5,67.8
9/7/2023,14.48.21,30.5,67.8
9/7/2023,14.49.21,30.5,67.8
9/7/2023,14.50.21,30.4,67.8
9/7/2023,14.51.21,30.4,67.8
9/7/2023,14.52.21,30.5,67.8
9/7/2023,14.53.21,30.4,67.8
9/7/2023,14.54.21,30.4,67.8
9/7/2023,14.55.21,30.4,67.8
9/7/2023,14.56.21,30.4,65.7
9/7/2023,14.57.21,30.4,64.2
9/7/2023,14.58.21,30.4,64.5
9/7/2023,14.59.21,30.4,66.7
9/7/2023,15.00.21,30.4,68.5
9/7/2023,15.01.21,30.4,68.5
9/7/2023,15.02.21,30.4,68.5
9/7/2023,15.03.21,30.4,68.5
9/7/2023,15.04.21,30.4,68.5
9/7/2023,15.05.21,30.4,68.5
9/7/2023,15.06.21,30.4,68.5
9/7/2023,15.07.21,30.4,63.4
9/7/2023,15.08.21,30.4,66.8
9/7/2023,15.09.21,30.3,65.7
9/7/2023,15.10.21,30.3,64.2
9/7/2023,15.11.21,30.3,65.7
9/7/2023,15.12.21,30.3,65.7
9/7/2023,15.13.21,30.3,65.7
9/7/2023,15.14.21,30.4,65.7
9/7/2023,15.15.21,30.3,65.7
9/7/2023,15.16.21,30.3,65.7
9/7/2023,15.17.21,30.4,65.7
9/7/2023,15.18.21,30.3,65.7
9/7/2023,15.19.21,30.3,65.7
9/7/2023,15.20.21,30.3,65.7
9/7/2023,15.21.21,30.3,65.7
9/7/2023,15.22.21,30.3,65.7
9/7/2023,15.23.21,30.3,65.7
9/7/2023,15.24.21,30.3,65.7
9/7/2023,15.25.21,30.3,65.7
9/7/2023,15.26.21,30.3,65.7
9/7/2023,15.27.21,30.3,65.7
9/7/2023,15.28.21,30.3,68.9
9/7/2023,15.29.21,30.3,68.9
9/7/2023,15.30.21,30.3,68.9
9/7/2023,15.31.21,30.3,68.9
9/7/2023,15.32.21,30.3,68.9
9/7/2023,15.33.21,30.3,68.9
9/7/2023,15.34.21,30.3,68.9
9/7/2023,15.35.21,30.3,68.9
9/7/2023,15.36.21,30.3,68.9
9/7/2023,15.37.21,30.3,68.9
9/7/2023,15.38.21,30.3,67.8
9/7/2023,15.39.21,30.3,67.8
9/7/2023,15.40.21,30.3,67.8
9/7/2023,15.41.21,30.3,67.8
9/7/2023,15.42.21,30.3,67.8
9/7/2023,15.43.21,30.3,67.8
9/7/2023,15.44.21,30.3,67.8
9/7/2023,15.45.21,30.3,65.8
9/7/2023,15.46.21,30.3,65.8
9/7/2023,15.47.21,30.3,65.8
9/7/2023,15.48.21,30.3,65.8
9/7/2023,15.49.21,30.3,65.8
9/7/2023,15.50.21,30.3,65.8
9/7/2023,15.51.21,30.3,65.8
9/7/2023,15.52.21,30.3,65.8
9/7/2023,15.53.21,30.3,65.9
9/7/2023,15.54.21,30.3,65.9
9/7/2023,15.55.21,30.3,65.9
9/7/2023,15.56.21,30.3,65.9
9/7/2023,15.57.21,30.3,65.9
9/7/2023,15.58.21,30.3,65.9
9/7/2023,15.59.21,30.3,65.9
9/7/2023,16.00.21,30.3,65.9
9/7/2023,16.01.21,29.8,65.9
9/7/2023,16.02.21,31,65.9
9/7/2023,16.03.21,29.8,65.9
9/7/2023,16.04.21,29.4,64.9
9/7/2023,16.05.21,29.7,64.9
9/7/2023,16.06.21,30.1,64.9
9/7/2023,16.07.21,29.9,64.9
9/8/2023,14.01.21,30,62.3
9/8/2023,14.02.21,30,62.3
9/8/2023,14.03.21,30,62.3
9/8/2023,14.04.21,30,62.3
9/8/2023,14.05.21,30,62.3
9/8/2023,14.06.21,30,62.3
9/8/2023,14.07.21,30,62.3
9/8/2023,14.08.21,30,62.3
9/8/2023,14.09.21,30,62.3
9/8/2023,14.10.21,30,62.3
9/8/2023,14.11.21,30,63.4
9/8/2023,14.12.21,30,63.4
9/8/2023,14.13.21,30,63.4
9/8/2023,14.14.21,30,63.4
9/8/2023,14.15.21,29.9,63.4
9/8/2023,14.16.21,30,63.4
9/8/2023,14.17.21,30,63.2
9/8/2023,14.18.21,30,63.2
9/8/2023,14.19.21,29.9,63.2
9/8/2023,14.20.21,30,63.2
9/8/2023,14.21.21,29.9,63.2
9/8/2023,14.22.21,29.9,63.2
9/8/2023,14.23.21,30,63.2
9/8/2023,14.24.21,29.9,63.2
9/8/2023,14.25.21,30,63.2
9/8/2023,14.26.21,29.9,63.2
9/8/2023,14.27.21,30,63.2
9/8/2023,14.28.21,30,63.2
9/8/2023,14.29.21,29.9,65.3
9/8/2023,14.30.21,30,65.3
9/8/2023,14.31.21,30,65.3
9/8/2023,14.32.21,30,65.3
9/8/2023,14.33.21,29.9,65.3
9/8/2023,14.34.21,30,65.3
9/8/2023,14.35.21,29.9,65.3
9/8/2023,14.36.21,30,65.3
9/8/2023,14.37.21,30,65.3
9/8/2023,14.38.21,30,65.3
9/8/2023,14.39.21,29.9,62.4
9/8/2023,14.40.21,30,62.4
9/8/2023,14.41.21,30,62.4
9/8/2023,14.42.21,30,62.4
9/8/2023,14.43.21,30,62.4
9/8/2023,14.44.21,30,62.4
9/8/2023,14.45.21,30,62.4
9/8/2023,14.46.21,29.9,62.4
9/8/2023,14.47.21,30,62.4
9/8/2023,14.48.21,30,62.4
9/8/2023,14.49.21,30,62.4
9/8/2023,14.50.21,30,62.4
9/8/2023,14.51.21,29.9,65.3
9/8/2023,14.52.21,29.9,65.3
9/8/2023,14.53.21,29.9,65.3
9/8/2023,14.54.21,29.9,65.3
9/8/2023,14.55.21,30,65.3
9/8/2023,14.56.21,29.9,65.3
9/8/2023,14.57.21,29.9,65.3
9/8/2023,14.58.21,29.9,65.3
9/8/2023,14.59.21,29.9,65.3
9/8/2023,15.00.21,29.9,62.4
9/8/2023,15.01.21,29.9,62.4
9/8/2023,15.02.21,29.9,63.5
9/8/2023,15.03.21,29.9,63.5
9/8/2023,15.04.21,30,63.5
9/8/2023,15.05.21,29.9,63.5
9/8/2023,15.06.21,29.9,63.5
9/8/2023,15.07.21,29.9,63.5
9/8/2023,15.08.21,29.9,63.5
9/8/2023,15.09.21,29.9,63.5
9/8/2023,15.10.21,29.9,63.5
9/8/2023,15.11.21,29.9,63.5
9/8/2023,15.12.21,29.9,63.5
9/8/2023,15.13.21,29.9,65.3
9/8/2023,15.14.21,29.9,62.4
9/8/2023,15.15.21,29.9,62.4
9/8/2023,15.16.21,29.9,63.5
9/8/2023,15.17.21,29.9,63.5
9/8/2023,15.18.21,29.9,63.5
9/8/2023,15.19.21,29.9,63.5
9/8/2023,15.20.21,29.9,63.5
9/8/2023,15.21.21,29.9,65.9
9/8/2023,15.22.21,29.9,65.3
9/8/2023,15.23.21,29.9,62.3
9/8/2023,15.24.21,29.9,62.3
9/8/2023,15.25.21,29.9,62.3
9/8/2023,15.26.21,29.9,62.3
9/8/2023,15.27.21,29.9,62.3
9/8/2023,15.28.21,29.9,62.3
9/8/2023,15.29.21,30,62.3
9/8/2023,15.30.21,29.9,62.3
9/8/2023,15.31.21,30,62.3
9/8/2023,15.32.21,30,62.3
9/8/2023,15.33.21,30,62.3
9/8/2023,15.34.21,29.9,62.3
9/8/2023,15.35.21,29.9,62.3
9/8/2023,15.36.21,29.9,62.3
9/8/2023,15.37.21,30,62.3
9/8/2023,15.38.21,30,65.9
9/8/2023,15.39.21,29.9,65.9
9/8/2023,15.40.21,29.9,65.9
9/8/2023,15.41.21,29.9,65.9
9/8/2023,15.42.21,29.9,65.9
9/8/2023,15.43.21,29.9,65.9
9/8/2023,15.44.21,29.9,65.9
9/8/2023,15.45.21,29.9,65.9
9/8/2023,15.46.21,29.9,65.9
9/8/2023,15.47.21,29.9,64.9
9/8/2023,15.48.21,29.9,64.9
9/8/2023,15.49.21,29.9,64.9
9/8/2023,15.50.21,29.9,64.9
9/8/2023,15.51.21,29.9,64.9
9/8/2023,15.52.21,29.9,63.7
9/8/2023,15.53.21,29.9,63.7
9/8/2023,15.54.21,29.9,63.7
9/8/2023,15.55.21,29.9,63.7
9/8/2023,15.56.21,29.9,63.7
9/8/2023,15.57.21,29.9,63.7
9/8/2023,15.58.21,29.9,65.9
9/8/2023,15.59.21,29.9,64.9
9/8/2023,16.00.21,29.9,64.9
9/8/2023,16.01.21,28.7,64.9
9/8/2023,16.02.21,28.7,64.9
9/8/2023,16.03.21,28.7,64.9
9/8/2023,16.04.21,28.7,63.7
9/8/2023,16.05.21,28.7,63.7
9/8/2023,16.06.21,28.7,63.7
9/8/2023,16.07.21,28.7,63.7
9/9/2023,14.01.21,30.4,62.8
9/9/2023,14.02.21,30.4,62.8
9/9/2023,14.03.21,30.4,62.8
9/9/2023,14.04.21,30.4,62.8
9/9/2023,14.05.21,30.4,62.8
9/9/2023,14.06.21,30.4,62.8
9/9/2023,14.07.21,30.4,62.8
9/9/2023,14.08.21,30.4,62.8
9/9/2023,14.09.21,30.4,62.8
9/9/2023,14.10.21,30.4,62.8
9/9/2023,14.11.21,30.4,62.8
9/9/2023,14.12.21,30.4,62.8
9/9/2023,14.13.21,30.4,62.8
9/9/2023,14.14.21,30.4,64.7
9/9/2023,14.15.21,30.4,64.7
9/9/2023,14.16.21,30.4,64.7
9/9/2023,14.17.21,30.4,64.7
9/9/2023,14.18.21,30.4,64.7
9/9/2023,14.19.21,30.4,64.7
9/9/2023,14.20.21,30.4,64.7
9/9/2023,14.21.21,30.4,64.7
9/9/2023,14.22.21,30.4,64.2
9/9/2023,14.23.21,30.4,64.2
9/9/2023,14.24.21,30.4,64.2
9/9/2023,14.25.21,30.4,64.2
9/9/2023,14.26.21,30.4,64.2
9/9/2023,14.27.21,30.4,64.2
9/9/2023,14.28.21,30.4,64.9
9/9/2023,14.29.21,30.4,64.9
9/9/2023,14.30.21,30.4,64.9
9/9/2023,14.31.21,30.4,64.9
9/9/2023,14.32.21,30.4,64.9
9/9/2023,14.33.21,30.4,64.9
9/9/2023,14.34.21,30.4,64.9
9/9/2023,14.35.21,30.4,64.9
9/9/2023,14.36.21,30.4,64.9
9/9/2023,14.37.21,30.4,64.9
9/9/2023,14.38.21,30.4,64.9
9/9/2023,14.39.21,30.4,64.9
9/9/2023,14.40.21,30.4,64.2
9/9/2023,14.41.21,30.4,64.2
9/9/2023,14.42.21,30.4,64.2
9/9/2023,14.43.21,30.4,64.2
9/9/2023,14.44.21,30.4,64.2
9/9/2023,14.45.21,30.4,64.2
9/9/2023,14.46.21,30.4,64.9
9/9/2023,14.47.21,30.4,64.9
9/9/2023,14.48.21,30.4,64.9
9/9/2023,14.49.21,30.4,64.9
9/9/2023,14.50.21,30.4,64.9
9/9/2023,14.51.21,30.4,63.1
9/9/2023,14.52.21,30.4,63.1
9/9/2023,14.53.21,30.4,63.1
9/9/2023,14.54.21,30.4,63.1
9/9/2023,14.55.21,30.4,63.1
9/9/2023,14.56.21,30.4,63.1
9/9/2023,14.57.21,30.4,63.1
9/9/2023,14.58.21,30.4,63.1
9/9/2023,14.59.21,30.4,63.1
9/9/2023,15.00.21,30.4,63.1
9/9/2023,15.01.21,30.4,63.1
9/9/2023,15.02.21,30.4,62.5
9/9/2023,15.03.21,30.4,62.5
9/9/2023,15.04.21,30.4,62.5
9/9/2023,15.05.21,30.4,62.5
9/9/2023,15.06.21,30.3,62.5
9/9/2023,15.07.21,30.4,62.5
9/9/2023,15.08.21,30.3,62.5
9/9/2023,15.09.21,30.3,62.5
9/9/2023,15.10.21,30.4,62.5
9/9/2023,15.11.21,30.4,62.5
9/9/2023,15.12.21,30.3,62.5
9/9/2023,15.13.21,30.4,62.5
9/9/2023,15.14.21,30.3,62.5
9/9/2023,15.15.21,30.4,64.3
9/9/2023,15.16.21,30.3,64.3
9/9/2023,15.17.21,30.3,64.3
9/9/2023,15.18.21,30.4,64.3
9/9/2023,15.19.21,30.4,64.3
9/9/2023,15.20.21,30.4,64.3
9/9/2023,15.21.21,30.4,64.3
9/9/2023,15.22.21,30.4,64.3
9/9/2023,15.23.21,30.4,64.3
9/9/2023,15.24.21,30.4,64.3
9/9/2023,15.25.21,30.4,64.8
9/9/2023,15.26.21,30.4,64.8
9/9/2023,15.27.21,30.4,64.8
9/9/2023,15.28.21,30.4,64.8
9/9/2023,15.29.21,30.4,64.8
9/9/2023,15.30.21,30.4,64.8
9/9/2023,15.31.21,30.4,64.8
9/9/2023,15.32.21,30.4,64.8
9/9/2023,15.33.21,30.4,64.8
9/9/2023,15.34.21,30.4,64.8
9/9/2023,15.35.21,30.4,64.9
9/9/2023,15.36.21,30.4,64.9
9/9/2023,15.37.21,30.4,64.9
9/9/2023,15.38.21,30.6,64.9
9/9/2023,15.39.21,31.3,64.9
9/9/2023,15.40.21,31.3,64.9
9/9/2023,15.41.21,31.2,64.9
9/9/2023,15.42.21,31.8,64.9
9/9/2023,15.43.21,32.2,64.9
9/9/2023,15.44.21,32.8,64.9
9/9/2023,15.45.21,32.7,62.3
9/9/2023,15.46.21,32.6,62.3
9/9/2023,15.47.21,32.4,62.3
9/9/2023,15.48.21,32.2,62.3
9/9/2023,15.49.21,32,62.3
9/9/2023,15.50.21,31.9,62.3
9/9/2023,15.51.21,31.7,62.3
9/9/2023,15.52.21,31.6,62.3
9/9/2023,15.53.21,31.5,62.3
9/9/2023,15.54.21,31.3,62.3
9/9/2023,15.55.21,31.2,62.3
9/9/2023,15.56.21,31.1,64.8
9/9/2023,15.57.21,31.1,64.8
9/9/2023,15.58.21,30.9,64.8
9/9/2023,15.59.21,30.9,64.8
9/9/2023,16.00.21,30.8,64.8
9/9/2023,16.01.21,30.1,64.8
9/9/2023,16.02.21,30.4,64.8
9/9/2023,16.03.21,29.8,64.8
9/9/2023,16.04.21,28.9,64.8
9/9/2023,16.05.21,28.9,64.8
9/9/2023,16.06.21,29.1,64.8
9/9/2023,16.07.21,29.3,63.5
9/10/2023,14.01.21,28.7,65.7
9/10/2023,14.02.21,28.7,65.7
9/10/2023,14.03.21,28.7,65.7
9/10/2023,14.04.21,28.7,65.7
9/10/2023,14.05.21,28.7,65.7
9/10/2023,14.06.21,28.7,65.7
9/10/2023,14.07.21,28.7,65.7
9/10/2023,14.08.21,28.7,65.7
9/10/2023,14.09.21,28.7,65.7
9/10/2023,14.10.21,29.9,65.7
9/10/2023,14.11.21,29.9,65.7
9/10/2023,14.12.21,29.9,65.7
9/10/2023,14.13.21,29.9,65.7
9/10/2023,14.14.21,29.9,65.7
9/10/2023,14.15.21,29.9,67.4
9/10/2023,14.16.21,29.9,67.4
9/10/2023,14.17.21,29.9,67.4
9/10/2023,14.18.21,29.9,67.4
9/10/2023,14.19.21,29.9,67.4
9/10/2023,14.20.21,29.9,67.4
9/10/2023,14.21.21,29.9,67.4
9/10/2023,14.22.21,29.9,67.4
9/10/2023,14.23.21,29.9,67.4
9/10/2023,14.24.21,29.9,67.4
9/10/2023,14.25.21,29.9,67.4
9/10/2023,14.26.21,29.9,67.4
9/10/2023,14.27.21,29.9,67.4
9/10/2023,14.28.21,29.9,65.3
9/10/2023,14.29.21,29.9,65.3
9/10/2023,14.30.21,29.9,65.3
9/10/2023,14.31.21,29.9,65.3
9/10/2023,14.32.21,29.9,65.3
9/10/2023,14.33.21,29.9,65.3
9/10/2023,14.34.21,29.9,65.3
9/10/2023,14.35.21,29.9,65.3
9/10/2023,14.36.21,29.9,67.4
9/10/2023,14.37.21,29.9,67.4
9/10/2023,14.38.21,29.9,67.4
9/10/2023,14.39.21,29.8,67.4
9/10/2023,14.40.21,29.8,67.4
9/10/2023,14.41.21,29.8,67.4
9/10/2023,14.42.21,29.8,65.3
9/10/2023,14.43.21,29.9,65.3
9/10/2023,14.44.21,29.8,65.3
9/10/2023,14.45.21,29.9,65.3
9/10/2023,14.46.21,29.9,63.6
9/10/2023,14.47.21,29.9,63.6
9/10/2023,14.48.21,29.9,63.6
9/10/2023,14.49.21,29.8,63.6
9/10/2023,14.50.21,29.8,63.6
9/10/2023,14.51.21,29.8,63.6
9/10/2023,14.52.21,29.8,63.6
9/10/2023,14.53.21,29.9,63.6
9/10/2023,14.54.21,29.8,63.6
9/10/2023,14.55.21,29.8,65.3
9/10/2023,14.56.21,29.8,63.6
9/10/2023,14.57.21,29.8,63.6
9/10/2023,14.58.21,29.8,63.6
9/10/2023,14.59.21,29.8,63.6
9/10/2023,15.00.21,29.8,63.6
9/10/2023,15.01.21,29.8,63.6
9/10/2023,15.02.21,29.8,63.6
9/10/2023,15.03.21,29.8,65.1
9/10/2023,15.04.21,29.8,65.1
9/10/2023,15.05.21,29.8,65.1
9/10/2023,15.06.21,29.8,65.1
9/10/2023,15.07.21,29.8,65.1
9/10/2023,15.08.21,29.8,65.1
9/10/2023,15.09.21,29.8,65.1
9/10/2023,15.10.21,29.8,65.1
9/10/2023,15.11.21,29.8,65.1
9/10/2023,15.12.21,29.8,65.1
9/10/2023,15.13.21,29.8,65.1
9/10/2023,15.14.21,29.8,65.7
9/10/2023,15.15.21,29.8,65.7
9/10/2023,15.16.21,29.8,65.7
9/10/2023,15.17.21,29.8,65.7
9/10/2023,15.18.21,29.8,65.7
9/10/2023,15.19.21,29.8,65.7
9/10/2023,15.20.21,29.8,65.7
9/10/2023,15.21.21,29.8,65.7
9/10/2023,15.22.21,29.8,65.7
9/10/2023,15.23.21,29.8,65.7
9/10/2023,15.24.21,29.8,65.7
9/10/2023,15.25.21,29.8,65.7
9/10/2023,15.26.21,29.8,62.4
9/10/2023,15.27.21,29.8,62.4
